acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1862205,D1397804,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}]",03/21/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862204,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '04/07/2025'}]",,,[],03/18/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862203,D1397802,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}]",04/14/2025,Approved w/Conditions,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862202,,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}]",04/17/2025,Returned Without Action,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862201,D1397800,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862200,G199002,"[{'agency': 'Department of Defense', 'referralDate': '04/01/2025', 'closedDate': '04/02/2025'}]",04/03/2025,Completed,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Commodity Classification Request
Z1862199,,[],,,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862198,D1397798,[],03/19/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862197,D1397797,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}]",04/14/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862196,,"[{'agency': 'Department of Defense', 'referralDate': '03/23/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/23/2025', 'closedDate': '03/28/2025'}]",,,[],03/18/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862195,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '04/01/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '03/31/2025'}]",,,[],03/18/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862194,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/21/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '04/07/2025'}]",,,[],03/18/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862193,,[],,,[],03/18/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862192,D1397792,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}]",04/14/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862191,G199001,"[{'agency': 'Department of Defense', 'referralDate': '03/27/2025', 'closedDate': '03/31/2025'}]",04/09/2025,Completed,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1862190,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/18/2025', 'closedDate': ''}]",03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1862189,,"[{'agency': 'Department of Defense', 'referralDate': '03/26/2025', 'closedDate': '04/14/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': ''}]",03/18/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1862188,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '04/16/2025'}]",,,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862187,D1397789,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862186,D1397788,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862185,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862184,,[],,,[],03/18/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862183,D1397785,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '04/02/2025'}]",04/17/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862182,D1397784,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862181,D1397783,[],03/19/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862180,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}]",,,[],03/18/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862179,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}]",,,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862178,D1397780,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '03/25/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862177,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}]",,,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862176,D1397778,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}]",04/07/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862175,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '03/26/2025', 'closedDate': ''}]",03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862174,,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/14/2025'}]",,,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862173,,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}]",,,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,HOLD WITHOUT ACTION (04/09/2025),Export License Application
Z1862172,,[],,,[],03/18/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862171,D1397773,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",04/09/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862170,D1397772,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",04/09/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862169,,"[{'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': '04/01/2025'}]",,,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862168,,[],04/02/2025,Returned Without Action,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1862167,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of Energy', 'referralDate': '03/19/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': ''}]",03/18/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1862166,D1397768,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}]",04/14/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862165,,[],04/07/2025,Returned Without Action,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Re-Export License Application
Z1862164,D1397766,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}]",04/17/2025,Approved w/Conditions,[],03/18/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1862163,,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",,,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862162,D1397764,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/25/2025'}]",04/16/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862161,,"[{'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': '04/10/2025'}]",,,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862160,D1397762,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/25/2025'}]",04/08/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862159,D1397761,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}]",04/04/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862158,D1397760,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/14/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862157,D1397759,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/26/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862156,,"[{'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': '03/27/2025'}]",,,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1862155,D1397757,[],03/19/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862154,D1397756,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}]",04/07/2025,Approved w/Conditions,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Re-Export License Application
Z1862153,D1397755,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}]",03/26/2025,Approved w/Conditions,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Re-Export License Application
Z1862152,D1397754,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862151,D1397753,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/23/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862150,G198999,[],04/18/2025,Returned Without Action,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1862149,,[],03/20/2025,Returned Without Action,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1862148,D1397751,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '04/03/2025'}]",04/16/2025,Approved w/Conditions,[],03/18/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862147,D1397750,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}]",03/24/2025,Approved w/Conditions,[],03/18/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1862146,D1397749,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/21/2025'}]",03/21/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862145,,[],,,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862144,D1397747,"[{'agency': 'Department of Defense', 'referralDate': '03/26/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': '04/03/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862143,D1397746,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/21/2025'}]",03/21/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862142,D1397745,[],03/19/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862141,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '04/16/2025'}]",,,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1862140,D1397743,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '03/28/2025'}]",04/15/2025,Approved w/Conditions,[],03/18/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862139,,[],03/28/2025,Returned Without Action,[],03/18/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Re-Export License Application
Z1862138,D1397741,[],03/24/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862137,,[],04/07/2025,Returned Without Action,[],03/18/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1862136,D1397739,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '04/02/2025'}]",04/03/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862135,D1397738,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/21/2025,Approved w/Conditions,[],03/18/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1862134,,[],03/25/2025,Returned Without Action,[],03/18/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Re-Export License Application
