acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1860678,D1396403,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/06/2025'}]",03/14/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860677,D1396402,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/06/2025'}]",03/14/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860676,,[],,,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1860675,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '04/15/2025'}]",,,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860674,D1396399,"[{'agency': 'Department of Defense', 'referralDate': '03/16/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/16/2025', 'closedDate': '03/18/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860673,,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/12/2025'}]",03/17/2025,Returned Without Action,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860672,D1396397,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of Energy', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/31/2025'}]",04/11/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860671,D1396396,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/11/2025'}]",04/16/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860670,G198863,"[{'agency': 'Department of Defense', 'referralDate': '03/11/2025', 'closedDate': '03/17/2025'}]",03/19/2025,Completed,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1860669,D1396395,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860668,D1396394,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/11/2025'}]",03/14/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860667,D1396393,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}]",03/26/2025,Approved w/Conditions,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860666,D1396392,"[{'agency': 'Department of Defense', 'referralDate': '03/11/2025', 'closedDate': '03/13/2025'}]",03/13/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860665,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/21/2025'}]",03/24/2025,Returned Without Action,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860664,D1396390,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/17/2025'}]",03/31/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860663,D1396389,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '04/02/2025'}]",04/03/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860662,,[],03/14/2025,Returned Without Action,[],03/05/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860661,D1396387,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/10/2025'}]",04/08/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860660,D1396386,"[{'agency': 'Department of Defense', 'referralDate': '03/21/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/21/2025', 'closedDate': '03/26/2025'}]",04/04/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860659,,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/18/2025'}]",,,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1860658,,"[{'agency': 'Department of Defense', 'referralDate': '04/17/2025', 'closedDate': '04/17/2025'}]",,,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1860657,D1396383,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/18/2025'}]",04/03/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860656,D1396382,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/11/2025'}, {'agency': 'Department of State', 'referralDate': '03/10/2025', 'closedDate': '03/14/2025'}]",03/31/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860655,D1396381,"[{'agency': 'Department of Defense', 'referralDate': '03/11/2025', 'closedDate': '03/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/11/2025', 'closedDate': '03/14/2025'}]",03/18/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860654,D1396380,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/11/2025'}]",03/14/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860653,,[],,,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860652,D1396378,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/13/2025'}]",03/13/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860651,D1396377,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/18/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860650,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}]",,,[],03/05/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (04/11/2025),Export License Application
Z1860649,D1396375,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}]",03/18/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860648,D1396374,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}]",03/25/2025,Approved w/Conditions,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860647,,[],,,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860646,D1396372,"[{'agency': 'Department of Defense', 'referralDate': '03/16/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/16/2025', 'closedDate': '03/18/2025'}]",03/20/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860645,D1396371,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/07/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/07/2025'}]",03/13/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860644,D1396370,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860643,,"[{'agency': 'Department of Defense', 'referralDate': '03/09/2025', 'closedDate': '04/08/2025'}]",,,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860642,D1396368,"[{'agency': 'Department of Defense', 'referralDate': '03/05/2025', 'closedDate': '03/06/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/10/2025', 'closedDate': '03/12/2025'}, {'agency': 'Department of State', 'referralDate': '03/05/2025', 'closedDate': '03/10/2025'}]",03/13/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860641,D1396367,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/11/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/06/2025', 'closedDate': '03/10/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/07/2025'}]",03/11/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860640,D1396366,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860639,D1396365,"[{'agency': 'Department of Defense', 'referralDate': '03/10/2025', 'closedDate': '03/10/2025'}, {'agency': 'Department of State', 'referralDate': '03/10/2025', 'closedDate': '03/10/2025'}]",03/11/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860638,D1396364,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860637,D1396363,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/25/2025'}]",03/25/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1860636,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/16/2025', 'closedDate': '04/16/2025'}]",,,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Re-Export License Application
Z1860635,,"[{'agency': 'Department of Defense', 'referralDate': '04/16/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}]",,,[],03/05/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860634,D1396360,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860633,D1396359,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860632,D1396358,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/12/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/06/2025', 'closedDate': '03/10/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/18/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860631,D1396357,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860630,D1396356,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}]",03/18/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860629,G198862,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/19/2025'}]",04/16/2025,Completed,[],03/05/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1860628,D1396355,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}]",04/15/2025,Approved w/Conditions,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860627,D1396354,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860626,D1396353,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}]",03/19/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860625,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}]",,,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (04/17/2025),Export License Application
Z1860624,,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '04/11/2025'}]",,,[],03/05/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860623,D1396350,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860622,,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/18/2025', 'closedDate': '04/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '04/11/2025'}]",,,[],03/05/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860621,D1396348,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],03/05/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860620,,[],,,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1860619,,[],03/18/2025,Returned Without Action,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1860618,D1396345,"[{'agency': 'Department of Defense', 'referralDate': '03/05/2025', 'closedDate': '03/10/2025'}]",03/10/2025,Approved w/Conditions,[],03/05/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860617,,[],,,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1860616,D1396343,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860615,D1396342,[],03/06/2025,Approved w/Conditions,[],03/05/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1860614,,[],,,[],03/05/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1860613,D1396340,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/27/2025'}]",04/14/2025,Approved w/Conditions,[],03/05/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1860612,,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/06/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/06/2025', 'closedDate': '03/26/2025'}]",03/24/2025,Returned Without Action,[],03/05/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
